FID	SHAPE	TBBH	DLMC	TBMJ	Shape_Leng	Shape_Area
10	POLYGON ((11136752.0215 2710938.556,11136755.5811 2710937.6984,11136758.6719 2710932.2827,11136758.6966 2710926.8901,11136758.212 2710911.6398,11136757.4482 2710887.5361,11136751.7409 2710886.2283,11136742.1929 2710883.5838,11136740.7711 2710885.5254,11136741.2531 2710901.3336,11136736.1949 2710916.0004,11136741.4744 2710933.6905,11136744.9373 2710940.264,11136752.0215 2710938.556))	812	园地	767.08	137.340929211	967.922604347
11	POLYGON ((11136773.9813 2710891.3244,11136757.4482 2710887.5361,11136758.212 2710911.6398,11136758.6966 2710926.8901,11136758.6719 2710932.2827,11136755.5811 2710937.6984,11136752.0215 2710938.556,11136750.4576 2710945.0539,11136758.3349 2710943.2203,11136765.4351 2710944.0547,11136769.4773 2710938.73,11136769.7723 2710932.3192,11136772.3649 2710931.5297,11136776.4731 2710918.9916,11136773.4927 2710895.4665,11136773.9813 2710891.3244))	799	园地	84939.96	150.436344644	870.878643367
12	POLYGON ((11137566.1413 2710502.6716,11137567.1751 2710491.6562,11137567.0434 2710481.3622,11137562.1919 2710475.475,11137557.6299 2710471.3247,11137556.2223 2710466.8896,11137556.8968 2710462.4642,11137561.3379 2710453.9267,11137572.7258 2710429.6615,11137552.9075 2710425.8054,11137536.5985 2710404.3357,11137535.5673 2710390.9246,11137528.7259 2710390.9391,11137501.95 2710392.0727,11137470.1957 2710389.1138,11137452.5334 2710387.716,11137431.9717 2710382.8935,11137404.1501 2710378.5164,11137398.3262 2710377.173,11137393.4551 2710375.5946,11137391.3861 2710372.7125,11137384.6245 2710368.2528,11137381.8443 2710364.769,11137381.3878 2710360.5178,11137381.9927 2710358.3064,11137383.6063 2710356.698,11137385.3464 2710353.4145,11137385.1204 2710337.734,11137385.4914 2710321.5776,11137384.4136 2710310.0225,11137381.9282 2710307.1385,11137377.3606 2710304.2449,11137368.9159 2710303.6075,11137361.4798 2710303.5733,11137357.7277 2710304.5135,11137356.7652 2710306.843,11137355.0313 2710308.7501,11137352.8302 2710308.7399,11137351.8806 2710308.2568,11137349.0483 2710303.1569,11137346.6925 2710297.9396,11137344.389 2710294.2784,11137340.773 2710291.449,11137336.2011 2710289.5129,11137331.5116 2710287.277,11137326.6408 2710285.6388,11137321.8801 2710285.9759,11137316.8825 2710286.0726,11137312.7761 2710286.4127,11137305.722 2710286.4828,11137310.5706 2710292.9684,11137309.3905 2710307.8729,11137298.5808 2710321.9871,11137279.4154 2710340.1643,11137264.7068 2710355.9383,11137255.8843 2710373.1694,11137265.384 2710396.8585,11137276.9459 2710415.1347,11137280.3859 2710430.9562,11137273.4569 2710450.6347,11137261.5889 2710458.9477,11137243.4676 2710460.3517,11137219.9978 2710459.1277,11137205.3818 2710462.0354,11137194.6245 2710469.9815,11137177.4096 2710475.2945,11137163.3819 2710470.767,11137156.5742 2710463.8555,11137150.7535 2710443.1883,11137146.9142 2710433.8731,11137144.0018 2710424.0044,11137147.9267 2710414.5392,11137162.1926 2710407.3531,11137171.4957 2710394.0079,11137181.3551 2710380.2932,11137205.7543 2710364.0532,11137206.0231 2710354.9708,11137199.0104 2710358.0546,11137174.4574 2710358.1721,11137151.7343 2710359.5676,11137099.5227 2710361.5192,11137062.4611 2710362.2713,11137028.7156 2710365.4623,11137001.3906 2710369.6062,11136954.3223 2710375.8517,11136920.3419 2710380.1956,11136880.8472 2710386.1297,11136855.2669 2710385.0878,11136808.9133 2710385.5654,11136802.7943 2710385.0967,11136786.4339 2710383.8453,11136775.1294 2710382.9828,11136734.1039 2710379.8547,11136726.8807 2710378.7985,11136718.063 2710377.9657,11136717.2475 2710377.8882,11136708.6912 2710374.013,11136701.4686 2710372.8211,11136691.8692 2710373.3461,11136678.8972 2710376.7975,11136665.9555 2710378.9816,11136655.7467 2710379.633,11136650.0205 2710378.5495,11136644.6294 2710380.353,11136634.5544 2710386.8058,11136631.6596 2710388.6604,11136626.8536 2710391.1985,11136627.4953 2710422.881,11136631.488 2710605.0867,11136637.6497 2710744.343,11136656.1252 2710816.2595,11136662.0907 2710805.9808,11136691.8789 2710800.9093,11136746.1149 2710791.6765,11136747.7525 2710825.615,11136771.3744 2710836.1443,11136766.2339 2710863.9064,11136755.0147 2710881.4322,11136757.4046 2710886.1605,11136757.4482 2710887.5361,11136773.9813 2710891.3244,11136774.5638 2710886.3876,11136784.1359 2710876.8138,11136787.9775 2710864.2745,11136789.8831 2710854.1308,11136808.6789 2710838.4548,11136821.6914 2710831.5686,11136829.2994 2710837.4817,11136844.041 2710866.1375,11136862.8511 2710861.9499,11136880.1884 2710860.1601,11136879.0808 2710870.0404,11136877.2547 2710874.8998,11136874.4425 2710882.5888,11136869.399 2710896.3729,11136864.0085 2710895.2483,11136848.1305 2710897.1079,11136848.1124 2710897.1143,11136848.6725 2710904.726,11136904.3865 2710911.4914,11136907.5745 2710907.1096,11136909.4518 2710904.531,11136904.5129 2710893.165,11136897.7681 2710872.493,11136904.2675 2710866.0148,11136912.5898 2710865.1236,11136919.9768 2710866.6454,11136927.6722 2710881.5573,11136932.3701 2710905.195,11136935.922 2710915.3224,11136954.2608 2710917.55,11137104.4403 2710937.4279,11137258.9675 2710963.1063,11137299.015 2710968.5191,11137294.7485 2710938.7084,11137301.6528 2710890.4481,11137309.8336 2710828.7453,11137274.8405 2710773.5678,11137295.6622 2710738.2091,11137323.0594 2710726.721,11137335.9063 2710707.8303,11137336.0762 2710670.5426,11137336.246 2710633.255,11137341.2631 2710599.0462,11137368.6934 2710580.2229,11137427.1246 2710559.0971,11137473.3334 2710553.197,11137547.6132 2710521.1407,11137566.1413 2710502.6716),(11136981.0554 2710640.2483,11136993.8081 2710664.5706,11137006.3027 2710701.4274,11137007.7584 2710734.5944,11136996.2876 2710781.6532,11136968.0387 2710805.5829,11136919.1628 2710812.8385,11136883.2856 2710801.373,11136880.4377 2710798.3034,11136865.6566 2710778.0153,11136863.373 2710750.1013,11136871.1082 2710728.7047,11136894.473 2710717.8942,11136916.0056 2710668.4563,11136936.8782 2710631.1471,11136958.8428 2710618.9151,11136981.0554 2710640.2483),(11137101.9726 2710398.7073,11137107.8408 2710408.9615,11137110.7218 2710425.7102,11137116.93 2710442.4742,11137119.2769 2710454.7576,11137121.8265 2710463.1371,11137121.8104 2710466.67,11137117.3495 2710472.0419,11137108.0922 2710475.3462,11137100.6985 2710475.3121,11137093.8678 2710473.421,11137084.1434 2710457.5704,11137076.9111 2710422.2068,11137076.0591 2710406.3973,11137089.2389 2710394.1857,11137101.9726 2710398.7073),(11137065.2333 2710366.1056,11137069.6722 2710369.2349,11137072.5115 2710374.4193,11137072.9522 2710379.3329,11137070.6402 2710383.6193,11137066.6425 2710386.2084,11137060.2471 2710387.6333,11137034.8402 2710394.6758,11137029.6887 2710394.0482,11137025.6961 2710388.773,11137024.552 2710373.6739,11137054.3987 2710365.3833,11137059.5498 2710364.9401,11137065.2333 2710366.1056))	801	林地	21958.97	4444.84904664	374178.460222
13	POLYGON ((11137566.1413 2710502.6716,11137547.6132 2710521.1407,11137473.3334 2710553.197,11137427.1246 2710559.0971,11137368.6934 2710580.2229,11137341.2631 2710599.0462,11137336.246 2710633.255,11137336.0762 2710670.5426,11137335.9063 2710707.8303,11137323.0594 2710726.721,11137295.6622 2710738.2091,11137274.8405 2710773.5678,11137309.8336 2710828.7453,11137301.6528 2710890.4481,11137294.7485 2710938.7084,11137299.015 2710968.5191,11137416.1765 2710984.3553,11137422.0099 2710977.1204,11137434.8643 2710950.0689,11137460.1557 2710856.9438,11137481.3576 2710799.5886,11137498.8162 2710767.3518,11137506.7796 2710756.1373,11137509.3027 2710750.7628,11137509.9758 2710746.6365,11137509.3386 2710742.8632,11137508.7038 2710738.5513,11137511.3952 2710735.3919,11137514.078 2710734.1474,11137515.991 2710732.1214,11137524.8199 2710700.623,11137531.0488 2710678.329,11137533.5067 2710661.1047,11137532.7674 2710640.5142,11137533.9913 2710619.9328,11137533.7112 2710616.1013,11137532.7909 2710609.155,11137533.2935 2710603.2924,11137535.9907 2710598.8762,11137538.8068 2710594.4605,11137543.9548 2710574.376,11137551.8086 2710547.9602,11137564.7995 2710516.96,11137566.1413 2710502.6716))	801	林地	21958.97	1289.84390508	75796.5277431
14	POLYGON ((11137741.1279 2710940.8719,11137735.4601 2710905.2808,11137727.7519 2710863.0662,11137717.5014 2710813.6071,11137713.5085 2710808.333,11137722.2204 2710792.971,11137760.3585 2710736.0791,11137766.938 2710723.5736,11137776.9009 2710702.9061,11137777.443 2710699.3125,11137778.4583 2710692.5801,11137769.2679 2710687.2191,11137743.289 2710686.3401,11137733.4418 2710680.3168,11137733.6608 2710632.0262,11137744.7453 2710599.679,11137744.8921 2710567.2816,11137719.5263 2710532.9334,11137682.6708 2710486.3069,11137678.0148 2710441.0509,11137692.8699 2710381.2138,11137705.9103 2710319.5348,11137705.7146 2710314.6672,11137703.1798 2710251.6709,11137687.5643 2710211.2553,11137663.2672 2710209.3099,11137635.8794 2710218.9645,11137635.7906 2710238.5248,11137626.7038 2710265.8375,11137614.4402 2710277.8186,11137608.1316 2710284.2475,11137603.1557 2710286.1194,11137556.5261 2710298.0654,11137548.6046 2710302.9191,11137529.0436 2710328.5027,11137533.7297 2710367.0346,11137535.5673 2710390.9246,11137572.8087 2710390.8425,11137580.3632 2710390.9969,11137581.3186 2710390.9222,11137580.6283 2710398.1197,11137580.5721 2710410.5075,11137580.3765 2710414.2768,11137577.257 2710420.0076,11137572.7258 2710429.6615,11137585.0847 2710432.0661,11137595.9029 2710458.4008,11137578.1341 2710490.717,11137566.1413 2710502.6716,11137564.7995 2710516.96,11137551.8086 2710547.9602,11137543.9548 2710574.376,11137538.8068 2710594.4605,11137535.9907 2710598.8762,11137533.2935 2710603.2924,11137532.7909 2710609.155,11137533.7112 2710616.1013,11137533.9913 2710619.9328,11137532.7674 2710640.5142,11137533.5067 2710661.1047,11137531.0488 2710678.329,11137524.8199 2710700.623,11137515.991 2710732.1214,11137514.078 2710734.1474,11137511.3952 2710735.3919,11137508.7038 2710738.5513,11137509.3386 2710742.8632,11137509.9758 2710746.6365,11137509.3027 2710750.7628,11137506.7796 2710756.1373,11137498.8162 2710767.3518,11137481.3576 2710799.5886,11137460.1557 2710856.9438,11137434.8643 2710950.0689,11137422.0099 2710977.1204,11137416.1765 2710984.3553,11137448.1403 2710988.6758,11137533.1859 2710999.8076,11137544.4986 2711001.997,11137592.6212 2711011.89,11137617.9909 2711021.3706,11137627.8057 2711002.2731,11137612.2663 2710995.5223,11137595.9949 2710989.0353,11137586.6043 2710980.7097,11137572.1724 2710971.2923,11137559.6861 2710964.8227,11137557.6662 2710963.7447,11137569.4859 2710956.051,11137613.5859 2710938.8873,11137628.997 2710937.3551,11137630.1847 2710931.7499,11137625.7183 2710921.0424,11137621.7369 2710913.0089,11137604.4556 2710909.7234,11137597.7829 2710902.4791,11137601.8544 2710897.6887,11137608.6215 2710884.3611,11137614.6934 2710877.7096,11137629.1202 2710880.982,11137633.5023 2710881.0021,11137645.2039 2710884.7963,11137655.6908 2710885.646,11137666.5749 2710886.7647,11137666.0456 2710915.617,11137703.1043 2710921.1306,11137741.1279 2710940.8719),(11137650.3245 2710335.1482,11137656.1538 2710354.2816,11137652.6824 2710364.2887,11137637.6554 2710382.387,11137616.4684 2710385.4219,11137605.2976 2710377.782,11137585.1166 2710363.9783,11137574.6022 2710347.9556,11137577.1687 2710331.3668,11137588.7079 2710327.3482,11137608.3244 2710327.4383,11137619.8564 2710324.9853,11137636.3952 2710316.917,11137644.7909 2710319.4616,11137650.3245 2710335.1482))	788	林地	38374.17	2664.3190684	135278.185873
15	POLYGON ((11137705.936 2710980.0364,11137684.4708 2710975.865,11137671.2829 2710999.9239,11137668.6947 2711021.5265,11137686.7094 2711031.3195,11137711.3036 2711032.3718,11137739.3527 2711026.8631,11137744.3734 2711018.4284,11137743.8177 2711003.7024,11137735.5012 2710983.6175,11137719.0059 2710981.9751,11137705.936 2710980.0364))	151	园地	2983.69	220.84699053	3387.45261544
16	POLYGON ((11136994.5781 2710935.7185,11136984.546 2710931.8301,11136963.8524 2710929.7124,11136940.7113 2710923.4036,11136940.2555 2710918.992,11136932.2161 2710917.0418,11136928.2327 2710914.388,11136904.3865 2710911.4914,11136904.0572 2710911.9441,11136894.782 2710917.6967,11136881.4413 2710925.9717,11136880.6864 2710927.9592,11136876.5765 2710938.7799,11136872.0431 2710959.9576,11136869.0225 2710973.7041,11136870.4673 2710981.149,11136875.2307 2710990.4687,11136888.7859 2711017.4948,11136888.7024 2711035.7179,11136892.183 2711042.6143,11136901.439 2711039.682,11136909.7997 2711030.423,11136921.8789 2711010.91,11136917.6864 2711003.8062,11136908.9577 2711000.6323,11136897.5128 2710997.8487,11136890.9307 2710986.9004,11136885.3417 2710978.2811,11136888.3997 2710968.8929,11136892.9573 2710961.2301,11136892.6949 2710952.6355,11136894.3635 2710939.5004,11136905.0192 2710938.7407,11136918.7377 2710949.8247,11136920.5879 2710962.6726,11136925.262 2710973.4111,11136937.5772 2710979.3717,11136938.4751 2710987.235,11136936.0126 2710990.4725,11136936.4137 2710999.6224,11136937.2376 2711000.6554,11136952.8673 2711002.4526,11136963.5462 2710996.6381,11136963.5805 2710989.1574,11136964.0081 2710983.7004,11136978.5643 2710965.165,11136995.5442 2710944.2149,11136994.5781 2710935.7185))	815	园地	26997.04	575.114076434	7228.93129952
17	POLYGON ((11137913.0845 2711025.8726,11137902.8179 2711022.0979,11137896.8745 2711025.5183,11137895.3589 2711032.6877,11137894.1207 2711040.3233,11137897.8139 2711043.043,11137909.2808 2711047.5691,11137912.238 2711049.0734,11137915.9435 2711049.0904,11137920.2961 2711049.2963,11137924.0125 2711046.8906,11137926.2495 2711043.9191,11137927.9507 2711036.5646,11137926.4911 2711031.6184,11137913.0845 2711025.8726))	136	旱地	571.57	96.5925093627	648.919272932
18	POLYGON ((11137194.6215 2711041.5553,11137185.0329 2711031.493,11137172.7514 2711016.4745,11137178.4383 2711014.3634,11137189.331 2711013.6121,11137199.6815 2711015.263,11137215.4742 2711009.9924,11137226.5251 2711011.1121,11137227.0867 2711004.4353,11137226.2584 2710996.6834,11137223.0737 2710988.9207,11137214.8382 2710982.2033,11137201.3008 2710973.0569,11137178.9588 2710965.74,11137169.874 2710963.2934,11137164.0263 2710971.5488,11137159.5967 2710974.4673,11137169.7691 2710986.27,11137171.102 2711006.8486,11137167.2107 2711008.4337,11137157.897 2711005.1845,11137147.8316 2711006.4739,11137140.0407 2711004.0333,11137133.0855 2711000.5279,11137122.8715 2711005.2899,11137116.3622 2711013.0079,11137120.743 2711020.7762,11137128.0417 2711029.0924,11137131.9122 2711039.2629,11137140.3865 2711044.6456,11137151.5057 2711052.445,11137152.798 2711058.1611,11137194.6215 2711041.5553))	757	林地	76184.96	389.796201842	4763.58320994
19	POLYGON ((11137563.2774 2711094.9536,11137575.0469 2711076.5726,11137593.2196 2711051.8088,11137614.1066 2711028.9277,11137617.9909 2711021.3706,11137592.6212 2711011.89,11137544.4986 2711001.997,11137533.1859 2710999.8076,11137448.1403 2710988.6758,11137416.1765 2710984.3553,11137299.015 2710968.5191,11137301.2266 2710983.9741,11137320.524 2711016.4618,11137339.2222 2711047.1129,11137318.3974 2711083.0835,11137326.6046 2711087.1845,11137332.2319 2711083.47,11137348.524 2711070.7206,11137348.173 2711067.7801,11137349.7506 2711064.0469,11137365.4446 2711065.9895,11137384.1928 2711067.9461,11137395.4156 2711067.7306,11137403.7473 2711053.3415,11137411.9964 2711057.12,11137419.0552 2711059.8242,11137420.394 2711064.9067,11137436.6339 2711070.8594,11137448.4817 2711071.7155,11137457.9881 2711083.7822,11137466.0789 2711093.1706,11137478.1667 2711099.9056,11137483.5112 2711092.7165,11137496.9684 2711090.1066,11137511.0349 2711099.5225,11137511.5806 2711103.7999,11137513.8577 2711106.7493,11137516.4319 2711102.7535,11137521.8787 2711095.0304,11137532.1 2711088.6652,11137534.8852 2711089.2124,11137540.572 2711094.5821,11137544.6461 2711096.471,11137546.0521 2711101.2867,11137549.138 2711101.568,11137552.6893 2711101.8515,11137555.3159 2711101.0621,11137557.2249 2711097.3304,11137563.2774 2711094.9536))	757	林地	76184.96	859.807711117	24930.6014082
20	POLYGON ((11137152.798 2711058.1611,11137151.5057 2711052.445,11137140.3865 2711044.6456,11137131.9122 2711039.2629,11137128.0417 2711029.0924,11137120.743 2711020.7762,11137116.3622 2711013.0079,11137122.8715 2711005.2899,11137133.0855 2711000.5279,11137140.0407 2711004.0333,11137147.8316 2711006.4739,11137157.897 2711005.1845,11137167.2107 2711008.4337,11137171.102 2711006.8486,11137169.7691 2710986.27,11137159.5967 2710974.4673,11137164.0263 2710971.5488,11137169.874 2710963.2934,11137178.9588 2710965.74,11137201.3008 2710973.0569,11137214.8382 2710982.2033,11137223.0737 2710988.9207,11137226.2584 2710996.6834,11137227.0867 2711004.4353,11137226.5251 2711011.1121,11137215.4742 2711009.9924,11137199.6815 2711015.263,11137189.331 2711013.6121,11137178.4383 2711014.3634,11137172.7514 2711016.4745,11137185.0329 2711031.493,11137194.6215 2711041.5553,11137209.1056 2711049.2837,11137268.5776 2711081.0198,11137318.3974 2711083.0835,11137339.2222 2711047.1129,11137320.524 2711016.4618,11137301.2266 2710983.9741,11137299.015 2710968.5191,11137258.9675 2710963.1063,11137104.4403 2710937.4279,11136954.2608 2710917.55,11136935.922 2710915.3224,11136928.2327 2710914.388,11136932.2161 2710917.0418,11136940.2555 2710918.992,11136940.7113 2710923.4036,11136963.8524 2710929.7124,11136984.546 2710931.8301,11136994.5781 2710935.7185,11137005.9261 2710936.8868,11137014.6477 2710939.0645,11137026.7451 2710950.609,11137049.633 2710940.2951,11137053.067 2710951.7994,11137057.8451 2710952.3559,11137058.5164 2710957.9696,11137064.5383 2710969.486,11137061.7397 2710971.8776,11137056.9897 2710979.6037,11137059.8233 2710984.4259,11137057.5269 2710992.6977,11137059.9987 2710996.7168,11137052.0493 2711000.1533,11137044.0148 2711000.1161,11137038.3145 2710997.9524,11137034.9508 2711000.3414,11137024.7246 2710993.3475,11137010.7694 2710988.4738,11137006.4504 2710996.4691,11137015.8226 2711001.5888,11137011.5707 2711009.3172,11137011.8812 2711021.3415,11137017.7825 2711030.1856,11137026.644 2711038.2418,11137039.6711 2711042.5769,11137042.8703 2711047.1337,11137051.5494 2711043.9677,11137057.7662 2711056.5537,11137056.5636 2711065.6321,11137060.7556 2711070.995,11137055.043 2711078.7167,11137054.6458 2711085.6614,11137050.0991 2711092.587,11137054.9694 2711095.51,11137062.8796 2711100.4476,11137074.0394 2711107.0226,11137089.8535 2711113.8339,11137104.5009 2711082.0959,11137133.7439 2711065.726,11137152.798 2711058.1611))	772	旱地	7513.55	1521.33887163	30650.3757267
21	POLYGON ((11137741.1279 2710940.8719,11137703.1043 2710921.1306,11137666.0456 2710915.617,11137666.5749 2710886.7647,11137655.6908 2710885.646,11137645.2039 2710884.7963,11137633.5023 2710881.0021,11137629.1202 2710880.982,11137614.6934 2710877.7096,11137608.6215 2710884.3611,11137601.8544 2710897.6887,11137597.7829 2710902.4791,11137604.4556 2710909.7234,11137621.7369 2710913.0089,11137625.7183 2710921.0424,11137630.1847 2710931.7499,11137628.997 2710937.3551,11137613.5859 2710938.8873,11137569.4859 2710956.051,11137557.6662 2710963.7447,11137559.6861 2710964.8227,11137572.1724 2710971.2923,11137586.6043 2710980.7097,11137595.9949 2710989.0353,11137612.2663 2710995.5223,11137627.8057 2711002.2731,11137617.9909 2711021.3706,11137666.9731 2711039.6759,11137844.1965 2711097.9104,11137914.1188 2711122.2253,11137911.0446 2711119.828,11137907.7904 2711115.8632,11137904.7745 2711111.8396,11137902.7602 2711109.9751,11137899.4898 2711109.601,11137896.817 2711108.6312,11137895.217 2711107.2474,11137890.0707 2711100.7004,11137848.8216 2711065.8598,11137833.2177 2711052.2339,11137830.5651 2711038.3681,11137819.4743 2711005.0016,11137777.1141 2710965.99,11137741.1321 2710940.8997,11137741.1279 2710940.8719),(11137705.936 2710980.0364,11137719.0059 2710981.9751,11137735.5012 2710983.6175,11137743.8177 2711003.7024,11137744.3734 2711018.4284,11137739.3527 2711026.8631,11137711.3036 2711032.3718,11137686.7094 2711031.3195,11137668.6947 2711021.5265,11137671.2829 2710999.9239,11137684.4708 2710975.865,11137705.936 2710980.0364))	786	园地	2223.76	1217.62442265	26211.2320645
22	POLYGON ((11135852.3256 2711101.3322,11135836.9928 2711098.7574,11135830.1438 2711099.872,11135823.5022 2711101.197,11135819.6664 2711100.8659,11135812.8442 2711096.4533,11135801.0438 2711092.0173,11135793.0579 2711092.5013,11135785.9457 2711105.7145,11135785.6099 2711111.2414,11135785.9061 2711114.2672,11135789.9456 2711115.3292,11135797.4092 2711115.6773,11135799.7864 2711117.3578,11135801.7381 2711121.2261,11135804.4126 2711125.9324,11135805.0099 2711131.1504,11135807.162 2711136.6889,11135811.2954 2711139.7328,11135814.2965 2711140.8946,11135826.8389 2711141.7881,11135829.6203 2711145.6603,11135829.0879 2711148.6822,11135825.9353 2711157.7418,11135827.0593 2711161.3978,11135831.2028 2711162.2519,11135841.0543 2711161.985,11135847.0939 2711156.4859,11135851.5718 2711152.1252,11135851.5926 2711147.6411,11135846.1122 2711144.5898,11135842.2875 2711141.8606,11135841.6917 2711136.3294,11135845.5573 2711129.9845,11135852.4125 2711127.5137,11135854.7238 2711120.9531,11135853.6597 2711104.364,11135852.3256 2711101.3322))	237	旱地	2408.26	254.233504752	2734.17150278
23	POLYGON ((11137933.1754 2711150.6804,11137932.7093 2711150.6291,11137928.1575 2711150.7579,11137925.6376 2711148.8611,11137925.4058 2711147.5135,11137925.6513 2711145.8389,11137927.609 2711140.4915,11137928.1588 2711137.3221,11137927.9749 2711136.182,11137922.8616 2711142.076,11137913.5775 2711149.1158,11137902.5448 2711153.338,11137884.8593 2711155.9694,11137871.0278 2711154.1982,11137864.0236 2711155.6025,11137864.5447 2711161.5918,11137870.495 2711165.8244,11137878.3697 2711173.226,11137879.4161 2711181.6822,11137879.8955 2711184.447,11137885.3073 2711186.3143,11137899.2231 2711181.9044,11137900.5649 2711172.0324,11137909.4891 2711165.1769,11137926.2084 2711155.3754,11137933.1754 2711150.6804))	782	旱地	1143.25	196.306642178	1221.21193454
24	POLYGON ((11137924.2771 2711189.1688,11137926.0287 2711187.345,11137929.5049 2711181.6754,11137944.4136 2711160.6773,11137944.7211 2711158.4643,11137944.7306 2711156.3697,11137941.7717 2711152.885,11137940.053 2711151.4407,11137933.1754 2711150.6804,11137926.2084 2711155.3754,11137909.4891 2711165.1769,11137900.5649 2711172.0324,11137899.2231 2711181.9044,11137885.3073 2711186.3143,11137879.8955 2711184.447,11137880.6379 2711188.7274,11137890.4395 2711193.8412,11137912.1515 2711193.3251,11137924.2771 2711189.1688))	774	林地	9300.57	172.253173192	1297.97805706
